title,rating,numberOfRatings
Barcelona (1994),3.6923076923076925,13
Madagascar: Escape 2 Africa (2008),3.6923076923076925,13
On Golden Pond (1981),3.6538461538461537,13
The Intern (2015),3.6538461538461537,13
"Bank Job, The (2008)",3.6153846153846154,13
Winnie the Pooh and the Blustery Day (1968),3.6153846153846154,13
Finding Dory (2016),3.576923076923077,13
"Inconvenient Truth, An (2006)",3.576923076923077,13
Spartacus (1960),3.576923076923077,13
Atonement (2007),3.5384615384615383,13
Born on the Fourth of July (1989),3.5384615384615383,13
Coco (2017),3.5384615384615383,13
Fly Away Home (1996),3.5384615384615383,13
Twelfth Night (1996),3.5384615384615383,13
"Color of Money, The (1986)",3.5,13
Father of the Bride (1991),3.5,13
Othello (1995),3.5,13
"Constant Gardener, The (2005)",3.4615384615384617,13
Marathon Man (1976),3.4615384615384617,13
"Misérables, Les (1995)",3.4615384615384617,13
Dunkirk (2017),3.423076923076923,13
Suicide Kings (1997),3.423076923076923,13
Empire Records (1995),3.3846153846153846,13
"Fly, The (1958)",3.3846153846153846,13
"Perfect World, A (1993)",3.3846153846153846,13
"Tao of Steve, The (2000)",3.3846153846153846,13
Breakdown (1997),3.3461538461538463,13
Harold & Kumar Escape from Guantanamo Bay (2008),3.3076923076923075,13
Wonder Woman (2017),3.3076923076923075,13
Heaven Can Wait (1978),3.269230769230769,13
"Texas Chainsaw Massacre, The (1974)",3.269230769230769,13
Waiting... (2005),3.269230769230769,13
"Bucket List, The (2007)",3.230769230769231,13
Marie Antoinette (2006),3.1923076923076925,13
Pacific Heights (1990),3.1923076923076925,13
"Rescuers, The (1977)",3.1923076923076925,13
Aladdin and the King of Thieves (1996),3.1538461538461537,13
Starman (1984),3.1538461538461537,13
Alien Nation (1988),3.1153846153846154,13
Kiss the Girls (1997),3.1153846153846154,13
Orgazmo (1997),3.1153846153846154,13
Private Benjamin (1980),3.1153846153846154,13
"Road to El Dorado, The (2000)",3.1153846153846154,13
Legend (1985),3.076923076923077,13
"Mothman Prophecies, The (2002)",3.076923076923077,13
Lord of the Flies (1963),3.0384615384615383,13
Tequila Sunrise (1988),3.0384615384615383,13
Turner & Hooch (1989),3.0384615384615383,13
Cutthroat Island (1995),3.0,13
Mercury Rising (1998),3.0,13
Johnny English (2003),2.9615384615384617,13
King Arthur (2004),2.9615384615384617,13
"Gift, The (2000)",2.923076923076923,13
"Pelican Brief, The (1993)",2.923076923076923,13
Prince of Persia: The Sands of Time (2010),2.8846153846153846,13
Revenge of the Nerds (1984),2.8846153846153846,13
Uncle Buck (1989),2.8846153846153846,13
Saw II (2005),2.8076923076923075,13
"Siege, The (1998)",2.8076923076923075,13
"Postman, The (1997)",2.6923076923076925,13
Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),2.6923076923076925,13
Godzilla (2014),2.6153846153846154,13
"Passion of the Christ, The (2004)",2.6153846153846154,13
Evan Almighty (2007),2.5384615384615383,13
Last Man Standing (1996),2.5,13
Mimic (1997),2.4615384615384617,13
Reindeer Games (2000),2.4615384615384617,13
Don't Tell Mom the Babysitter's Dead (1991),2.3461538461538463,13
Red Planet (2000),2.3461538461538463,13
Shark Tale (2004),2.3461538461538463,13
Clash of the Titans (2010),2.3076923076923075,13
Bewitched (2005),2.269230769230769,13
Crocodile Dundee in Los Angeles (2001),2.1923076923076925,13
"Haunting, The (1999)",2.1153846153846154,13
Ultraviolet (2006),1.9230769230769231,13
Paths of Glory (1957),4.541666666666667,12
"Celebration, The (Festen) (1998)",4.458333333333333,12
Inside Job (2010),4.291666666666667,12
Creature Comforts (1989),4.25,12
"King and I, The (1956)",4.166666666666667,12
Cyrano de Bergerac (1990),4.125,12
"400 Blows, The (Les quatre cents coups) (1959)",4.0,12
Howards End (1992),4.0,12
Ong-Bak: The Thai Warrior (Ong Bak) (2003),4.0,12
Ordinary People (1980),4.0,12
"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)",3.9583333333333335,12
"Color Purple, The (1985)",3.9166666666666665,12
"King of Kong, The (2007)",3.9166666666666665,12
Beauty of the Day (Belle de jour) (1967),3.875,12
Brick (2005),3.875,12
Cookie's Fortune (1999),3.875,12
Deadpool 2 (2018),3.875,12
State and Main (2000),3.875,12
Children of a Lesser God (1986),3.8333333333333335,12
Harvey (1950),3.8333333333333335,12
Monsoon Wedding (2001),3.8333333333333335,12
You Only Live Twice (1967),3.8333333333333335,12
Rise of the Guardians (2012),3.7916666666666665,12
SLC Punk! (1998),3.7916666666666665,12
Heartbreak Ridge (1986),3.75,12
"Princess and the Frog, The (2009)",3.75,12
"American in Paris, An (1951)",3.7083333333333335,12
Contagion (2011),3.7083333333333335,12
Family Guy Presents Stewie Griffin: The Untold Story (2005),3.7083333333333335,12
"Goodbye Girl, The (1977)",3.7083333333333335,12
Fracture (2007),3.6666666666666665,12
Igby Goes Down (2002),3.6666666666666665,12
Menace II Society (1993),3.6666666666666665,12
"Ugly Truth, The (2009)",3.6666666666666665,12
Around the World in 80 Days (1956),3.625,12
Dirty Pretty Things (2002),3.625,12
Flirting With Disaster (1996),3.5833333333333335,12
Fright Night (1985),3.5833333333333335,12
Memoirs of a Geisha (2005),3.5833333333333335,12
Six Degrees of Separation (1993),3.5833333333333335,12
"Station Agent, The (2003)",3.5833333333333335,12
"Chronicles of Narnia: Prince Caspian, The (2008)",3.5416666666666665,12
Small Time Crooks (2000),3.5416666666666665,12
Sydney (Hard Eight) (1996),3.5416666666666665,12
Victor/Victoria (1982),3.5416666666666665,12
"Adventures of Tintin, The (2011)",3.5,12
Exotica (1994),3.5,12
Hard Candy (2005),3.5,12
Secondhand Lions (2003),3.5,12
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),3.4583333333333335,12
"Prophecy, The (1995)",3.4583333333333335,12
Shoot 'Em Up (2007),3.4583333333333335,12
The Interview (2014),3.4583333333333335,12
Buffalo '66 (a.k.a. Buffalo 66) (1998),3.4166666666666665,12
Evita (1996),3.4166666666666665,12
Jack Reacher (2012),3.4166666666666665,12
Girl with a Pearl Earring (2003),3.375,12
"Rainmaker, The (1997)",3.375,12
Single White Female (1992),3.375,12
"Brothers McMullen, The (1995)",3.3333333333333335,12
Cold Mountain (2003),3.2916666666666665,12
Kids in the Hall: Brain Candy (1996),3.2916666666666665,12
"Living Daylights, The (1987)",3.2916666666666665,12
Neighbors (2014),3.2916666666666665,12
"Rookie, The (2002)",3.2916666666666665,12
Father of the Bride (1950),3.25,12
Machete (2010),3.25,12
Black Beauty (1994),3.2083333333333335,12
"Good Girl, The (2002)",3.2083333333333335,12
"Parent Trap, The (1961)",3.2083333333333335,12
Dead Calm (1989),3.1666666666666665,12
"Phantom of the Opera, The (2004)",3.1666666666666665,12
Sirens (1994),3.1666666666666665,12
"War of the Worlds, The (1953)",3.1666666666666665,12
Innerspace (1987),3.125,12
"Opposite of Sex, The (1998)",3.125,12
Star Wars: The Last Jedi (2017),3.125,12
Sucker Punch (2011),3.125,12
Fools Rush In (1997),3.0833333333333335,12
2 Days in the Valley (1996),3.0416666666666665,12
"Borrowers, The (1997)",3.0416666666666665,12
"Manchurian Candidate, The (2004)",3.0416666666666665,12
Proof of Life (2000),3.0416666666666665,12
Fatal Instinct (1993),3.0,12
Malice (1993),3.0,12
Married to the Mob (1988),3.0,12
A Million Ways to Die in the West (2014),2.9583333333333335,12
Julie & Julia (2009),2.9583333333333335,12
Silent Hill (2006),2.9583333333333335,12
"Thirteenth Floor, The (1999)",2.9583333333333335,12
"Nightmare on Elm Street 3: Dream Warriors, A (1987)",2.9166666666666665,12
Suicide Squad (2016),2.9166666666666665,12
"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",2.9166666666666665,12
Village of the Damned (1995),2.8333333333333335,12
Conquest of the Planet of the Apes (1972),2.7916666666666665,12
"Cutting Edge, The (1992)",2.7916666666666665,12
Blues Brothers 2000 (1998),2.7083333333333335,12
Child's Play (1988),2.7083333333333335,12
Daylight (1996),2.7083333333333335,12
Absolute Power (1997),2.6666666666666665,12
Lake Placid (1999),2.6666666666666665,12
Where the Wild Things Are (2009),2.6666666666666665,12
Boxing Helena (1993),2.5416666666666665,12
Tales from the Crypt Presents: Bordello of Blood (1996),2.5416666666666665,12
Police Academy 2: Their First Assignment (1985),2.4583333333333335,12
Thirteen Ghosts (a.k.a. Thir13en Ghosts) (2001),2.4583333333333335,12
Down to Earth (2001),2.4166666666666665,12
Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),2.4166666666666665,12
Eragon (2006),2.3333333333333335,12
Ghost Rider (2007),2.25,12
Kazaam (1996),2.25,12
Scary Movie 4 (2006),2.25,12
"Stepford Wives, The (2004)",2.25,12
"Dukes of Hazzard, The (2005)",2.0833333333333335,12
Rambo III (1988),1.9166666666666667,12
Dungeons & Dragons (2000),1.8333333333333333,12
"Flintstones in Viva Rock Vegas, The (2000)",1.625,12
Problem Child (1990),1.5833333333333333,12
Secrets & Lies (1996),4.590909090909091,11
Guess Who's Coming to Dinner (1967),4.545454545454546,11
Persuasion (1995),4.2272727272727275,11
Big Night (1996),4.181818181818182,11
Hedwig and the Angry Inch (2000),4.181818181818182,11
High Plains Drifter (1973),4.181818181818182,11
In the Heat of the Night (1967),4.181818181818182,11
Persepolis (2007),4.181818181818182,11
Seven Pounds (2008),4.136363636363637,11
Badlands (1973),4.090909090909091,11
Breaking Away (1979),4.090909090909091,11
Jean de Florette (1986),4.090909090909091,11
Solaris (Solyaris) (1972),4.090909090909091,11
"39 Steps, The (1935)",4.045454545454546,11
Across the Universe (2007),4.045454545454546,11
Down by Law (1986),4.045454545454546,11
The Artist (2011),4.045454545454546,11
"Descendants, The (2011)",4.0,11
"Killer, The (Die xue shuang xiong) (1989)",4.0,11
"Longest Day, The (1962)",4.0,11
Ponyo (Gake no ue no Ponyo) (2008),4.0,11
"Spanish Prisoner, The (1997)",4.0,11
"Thin Blue Line, The (1988)",4.0,11
Croupier (1998),3.9545454545454546,11
"Fall, The (2006)",3.9545454545454546,11
From Here to Eternity (1953),3.9545454545454546,11
"Chorus, The (Choristes, Les) (2004)",3.909090909090909,11
Frankenstein (1931),3.909090909090909,11
"Messenger: The Story of Joan of Arc, The (1999)",3.909090909090909,11
Saving Grace (2000),3.909090909090909,11
"Das Experiment (Experiment, The) (2001)",3.8636363636363638,11
Far from Heaven (2002),3.8636363636363638,11
Frailty (2001),3.8636363636363638,11
Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),3.8636363636363638,11
"Science of Sleep, The (La science des rêves) (2006)",3.8636363636363638,11
Mister Roberts (1955),3.8181818181818183,11
Rush (2013),3.8181818181818183,11
When a Man Loves a Woman (1994),3.8181818181818183,11
"Wild Bunch, The (1969)",3.8181818181818183,11
Body of Lies (2008),3.772727272727273,11
Doctor Dolittle (1967),3.772727272727273,11
Black Panther (2017),3.727272727272727,11
Warrior (2011),3.727272727272727,11
Horrible Bosses 2 (2014),3.6363636363636362,11
Now You See Me 2 (2016),3.6363636363636362,11
Ocean's Eleven (a.k.a. Ocean's 11) (1960),3.6363636363636362,11
Red Rock West (1992),3.6363636363636362,11
The Jungle Book (2016),3.6363636363636362,11
48 Hrs. (1982),3.590909090909091,11
Cheech and Chong's Up in Smoke (1978),3.590909090909091,11
How the Grinch Stole Christmas! (1966),3.590909090909091,11
Mississippi Burning (1988),3.590909090909091,11
"Descent, The (2005)",3.5454545454545454,11
Meet the Robinsons (2007),3.5454545454545454,11
Milk (2008),3.5454545454545454,11
My Dog Skip (1999),3.5454545454545454,11
Sicario (2015),3.5454545454545454,11
Strange Brew (1983),3.5454545454545454,11
Primary Colors (1998),3.5,11
"Big Blue, The (Grand bleu, Le) (1988)",3.4545454545454546,11
Chitty Chitty Bang Bang (1968),3.4545454545454546,11
Flags of Our Fathers (2006),3.4545454545454546,11
"Great Muppet Caper, The (1981)",3.4545454545454546,11
I Now Pronounce You Chuck and Larry (2007),3.4545454545454546,11
In Good Company (2004),3.4545454545454546,11
Kick-Ass 2 (2013),3.4545454545454546,11
"Pink Panther, The (1963)",3.4545454545454546,11
Ringu (Ring) (1998),3.4545454545454546,11
Bananas (1971),3.409090909090909,11
Hotel Transylvania (2012),3.409090909090909,11
Twin Peaks: Fire Walk with Me (1992),3.409090909090909,11
Valkyrie (2008),3.409090909090909,11
Anchorman 2: The Legend Continues (2013),3.3636363636363638,11
Bedtime Stories (2008),3.3636363636363638,11
Smilla's Sense of Snow (1997),3.3636363636363638,11
Spanglish (2004),3.3636363636363638,11
Take the Money and Run (1969),3.3636363636363638,11
Young Sherlock Holmes (1985),3.3636363636363638,11
Date Night (2010),3.3181818181818183,11
Death to Smoochy (2002),3.3181818181818183,11
Great Expectations (1998),3.3181818181818183,11
Hairspray (1988),3.3181818181818183,11
Hanna (2011),3.3181818181818183,11
Hidalgo (2004),3.3181818181818183,11
Michael Collins (1996),3.3181818181818183,11
Saturday Night Fever (1977),3.3181818181818183,11
Roxanne (1987),3.272727272727273,11
"Serious Man, A (2009)",3.227272727272727,11
"Unbearable Lightness of Being, The (1988)",3.227272727272727,11
30 Days of Night (2007),3.1818181818181817,11
All Dogs Go to Heaven 2 (1996),3.1818181818181817,11
My Blue Heaven (1990),3.1818181818181817,11
Singles (1992),3.1818181818181817,11
"Stepford Wives, The (1975)",3.1818181818181817,11
Baby Mama (2008),3.1363636363636362,11
"Cook the Thief His Wife & Her Lover, The (1989)",3.1363636363636362,11
Far and Away (1992),3.1363636363636362,11
Harriet the Spy (1996),3.1363636363636362,11
Medicine Man (1992),3.1363636363636362,11
"Polar Express, The (2004)",3.1363636363636362,11
Shadow of the Vampire (2000),3.1363636363636362,11
"Wedding Date, The (2005)",3.1363636363636362,11
William Shakespeare's A Midsummer Night's Dream (1999),3.1363636363636362,11
Crash (1996),3.090909090909091,11
John Carter (2012),3.090909090909091,11
Oliver & Company (1988),3.090909090909091,11
P.S. I Love You (2007),3.090909090909091,11
"Civil Action, A (1998)",3.0454545454545454,11
Saw III (2006),3.0454545454545454,11
"Edge, The (1997)",3.0,11
"Green Hornet, The (2011)",3.0,11
Young Guns II (1990),3.0,11
Cocktail (1988),2.9545454545454546,11
"Substitute, The (1996)",2.9545454545454546,11
John Q (2002),2.909090909090909,11
Canadian Bacon (1995),2.8636363636363638,11
Flightplan (2005),2.8636363636363638,11
Hostel (2005),2.8636363636363638,11
Made in America (1993),2.8636363636363638,11
Cats & Dogs (2001),2.8181818181818183,11
He's Just Not That Into You (2009),2.8181818181818183,11
Thinner (1996),2.8181818181818183,11
"Benchwarmers, The (2006)",2.772727272727273,11
Saving Silverman (Evil Woman) (2001),2.772727272727273,11
Nine to Five (a.k.a. 9 to 5) (1980),2.727272727272727,11
Diabolique (1996),2.6818181818181817,11
Happy Feet (2006),2.6818181818181817,11
The Amazing Spider-Man 2 (2014),2.6363636363636362,11
This Means War (2012),2.6363636363636362,11
"Break-Up, The (2006)",2.590909090909091,11
Funny Farm (1988),2.590909090909091,11
"Kid, The (2000)",2.590909090909091,11
"Bachelor, The (1999)",2.5454545454545454,11
Harry and the Hendersons (1987),2.5454545454545454,11
Candyman (1992),2.5,11
"Witches of Eastwick, The (1987)",2.5,11
Children of the Corn (1984),2.4545454545454546,11
Autumn in New York (2000),2.409090909090909,11
Bulletproof Monk (2003),2.409090909090909,11
"Legally Blonde 2: Red, White & Blonde (2003)",2.409090909090909,11
Sex and the City (2008),2.409090909090909,11
Dr. Dolittle 2 (2001),2.3636363636363638,11
Queen of the Damned (2002),2.3636363636363638,11
Transformers: Dark of the Moon (2011),2.3636363636363638,11
"Avengers, The (1998)",2.3181818181818183,11
"Astronaut's Wife, The (1999)",2.272727272727273,11
Fun with Dick and Jane (2005),2.1818181818181817,11
"Animal, The (2001)",2.1363636363636362,11
Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),2.1363636363636362,11
Porky's (1982),2.1363636363636362,11
"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)",2.090909090909091,11
Dumb and Dumberer: When Harry Met Lloyd (2003),1.9545454545454546,11
Beethoven (1992),1.7727272727272727,11
Stop! Or My Mom Will Shoot (1992),1.7727272727272727,11
All Quiet on the Western Front (1930),4.35,10
Elite Squad (Tropa de Elite) (2007),4.3,10
"Hunt, The (Jagten) (2012)",4.3,10
Louis C.K.: Live at the Beacon Theater (2011),4.3,10
"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",4.25,10
Wild Tales (2014),4.25,10
Key Largo (1948),4.2,10
Mary and Max (2009),4.2,10
Top Secret! (1984),4.2,10
Drugstore Cowboy (1989),4.15,10
"Assassination of Jesse James by the Coward Robert Ford, The (2007)",4.1,10
Cat on a Hot Tin Roof (1958),4.1,10
"Girl Who Leapt Through Time, The (Toki o kakeru shôjo) (2006)",4.1,10
Meet Me in St. Louis (1944),4.1,10
Dead Alive (Braindead) (1992),4.05,10
Drunken Master (Jui kuen) (1978),4.05,10
Sophie's Choice (1982),4.05,10
Watership Down (1978),4.05,10
Body Heat (1981),4.0,10
Beautiful Girls (1996),3.95,10
Empire of the Sun (1987),3.95,10
Ip Man (2008),3.95,10
My Left Foot (1989),3.95,10
"Corporation, The (2003)",3.9,10
Futurama: Bender's Big Score (2007),3.9,10
"Hate (Haine, La) (1995)",3.9,10
Predestination (2014),3.9,10
Rope (1948),3.9,10
When We Were Kings (1996),3.9,10
Defending Your Life (1991),3.85,10
"Importance of Being Earnest, The (2002)",3.85,10
"Italian Job, The (1969)",3.85,10
Sherlock: The Abominable Bride (2016),3.85,10
Hidden Figures (2016),3.8,10
Eight Men Out (1988),3.75,10
Eraserhead (1977),3.75,10
"Misérables, Les (1998)",3.75,10
Open Your Eyes (Abre los ojos) (1997),3.75,10
"Ideal Husband, An (1999)",3.7,10
The Hunger Games: Mockingjay - Part 2 (2015),3.7,10
Battleship Potemkin (1925),3.65,10
Brüno (Bruno) (2009),3.65,10
Fahrenheit 451 (1966),3.6,10
"Lincoln Lawyer, The (2011)",3.6,10
17 Again (2009),3.55,10
"Cooler, The (2003)",3.55,10
Final Fantasy VII: Advent Children (2004),3.55,10
Get Him to the Greek (2010),3.55,10
"Internship, The (2013)",3.55,10
Swimming with Sharks (1995),3.55,10
Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),3.55,10
Cold Comfort Farm (1995),3.5,10
"Expendables 2, The (2012)",3.5,10
